-6,9,12.925925071569777,14.404275575664439,15.345188984087542,16.016844067329313,16.504682810887193,16.86171031400442,-1.499999980567145,-1.4999999544990885,-1.5000000000821676,-1.50000000000376,-1.4999999999426854,-1.5000000000674691,-1.5000000000201463,.00303249146267726,.359990189922405,-.0028510883114689235,-.0003343053430319909,.009974815700407492,-.01912539841259651,-.00816124292480211
-5.844221105527638,8.766331661318686,12.692256736949316,14.170607233943096,15.111520642378414,15.783175725629699,16.27101446916814,16.62804197229274,-1.499999967261125,-1.4999999127408599,-1.4999999713322474,-1.499999998311283,-1.5000000013044053,-1.4999999983132444,-1.4999999995028805,.0012697673145870777,.2171427685671549,.7900582652075516,.11916143674682281,-.1888359939616755,.3960079856252799,.16688613976956285
-5.688442211055277,8.53266332471017,12.458588408833906,13.936938896700385,14.877852300932938,15.549507383717957,16.03734612772236,16.394373630661637,-1.4999999450761545,-1.499999849132101,-1.4999999383104539,-1.4999999963650537,-1.500000002852964,-1.4999999963156327,-1.499999998907709,.0016707628494280866,.24797878792794548,.6209334996115958,.09377950890479773,-.14672915325342636,.30818086607780243,.13143244828335018
-5.532663316582915,8.298994991557603,12.224920090627398,13.703270564601771,14.644183959790643,15.315839041564983,15.803677786587762,16.16070528912325,-1.4999999082452242,-1.4999997564148864,-1.4999999002844369,-1.4999999941231197,-1.5000000046158894,-1.4999999940377677,-1.4999999982307775,.0021888816102902,.2716622629805103,.4891383413294654,.0739083618789305,-.11383481366887667,.23961360511112617,.10184356478083438
-5.376884422110553,8.065326664142518,11.991251786864275,13.469602238426809,14.410515618997595,15.082170699137382,15.57000944580801,15.927036947690315,-1.4999998473606033,-1.4999996250192658,-1.499999856388045,-1.4999999915287658,-1.5000000066251122,-1.499999991437507,-1.499999997460925,.0028552427975467643,.29035369750036916,.38648786763746346,.058618474967125335,-.088178209993555,.18607181681118234,.07862833311580178
-5.221105527638191,7.83165834621197,11.757583503569816,13.235933919089977,14.17684727860869,14.848502356396786,15.336341105433322,15.693368606377305,-1.4999997471430657,-1.4999994427314187,-1.4999998056053707,-1.4999999885266553,-1.500000008915301,-1.4999999884682829,-1.4999999965801838,.003708315640648822,.30468118936777583,.3064726557730347,.046503623161814125,-.06807111684763638,.14411745680695803,.06110588761790781
-5.065326633165829,7.597990043893201,11.523915248671956,13.002265607664015,13.943178938687453,14.614834013299427,15.102672765521177,15.459700265201498,-1.4999995828873327,-1.4999991936671353,-1.499999746726432,-1.4999999850430303,-1.500000011532179,-1.499999985069531,-1.499999995571959,.004795366600678578,.31592201437231127,.244194431576376,.03711642174450108,-.05259867464487008,.11178370705560338,.047404134848047765
-4.909547738693467,7.364321767162009,11.290247032573056,12.768597305410148,13.70951059930889,14.381165669794415,14.869004426138487,15.22603192418275,-1.49999931482393,-1.4999988573873997,-1.4999996783211107,-1.4999999809926845,-1.500000014518482,-1.499999981182819,-1.499999994419132,.006174147402990171,.32471902902041455,.19570529931886044,.02979876191489185,-.040342191056287495,.08619918317609136,.03654306135093995
-4.7537688442211055,7.130653532189437,11.056578868859441,12.534929013812388,13.475842260561286,14.1474973258242,14.635336087361264,14.99236358334359,-1.499998879217752,-1.4999984077122914,-1.4999995986906807,-1.499999976274233,-1.5000000179292527,-1.49999997673413,-1.4999999930995578,.007914811491039085,.3314989888586797,.1579701104840761,.024098782667026825,-.030842500701284893,.06633606172346272,.028126257742026605
-4.597989949748744,6.896985365075114,10.822910775195718,12.301260734619367,13.242173922548718,13.913828981322657,14.401667749277053,14.75869524270999,-1.4999981743794084,-1.4999978110242984,-1.499999505815762,-1.4999999707695062,-1.5000000218251897,-1.4999999716405406,-1.499999991589222,.01010208627012534,.33676344983021594,.12861049016063344,.01963337939325683,-.023434879568730707,.05084820448492309,.021533449280764064
